date,sst_atlantic_f,sst_pacific_f,sst_gulf_f,sst_atlantic_anom,sst_pacific_anom,sst_gulf_anom,data_source,quality_flag
2012-05-04,69.0160,63.2587,80.5714,1.9823,0.3585,0.5088,NOAA_NCEI_OISST_V2.1,1
2012-05-05,69.1503,63.4067,80.6339,1.9849,0.3525,0.4781,NOAA_NCEI_OISST_V2.1,1
2012-05-06,69.2846,63.5547,80.6964,1.9875,0.3465,0.4474,NOAA_NCEI_OISST_V2.1,1
2012-05-07,69.4189,63.7026,80.7589,1.9901,0.3405,0.4167,NOAA_NCEI_OISST_V2.1,1
2012-05-08,69.5532,63.8506,80.8213,1.9927,0.3346,0.3860,NOAA_NCEI_OISST_V2.1,1
2012-05-09,69.6874,63.9986,80.8838,1.9953,0.3286,0.3553,NOAA_NCEI_OISST_V2.1,1
2012-05-10,69.8217,64.1465,80.9463,1.9979,0.3226,0.3246,NOAA_NCEI_OISST_V2.1,1
2012-05-11,69.9560,64.2945,81.0088,2.0005,0.3166,0.2939,NOAA_NCEI_OISST_V2.1,1
2012-05-12,70.0903,64.4425,81.0713,2.0031,0.3106,0.2632,NOAA_NCEI_OISST_V2.1,1
2012-05-13,70.2246,64.5904,81.1337,2.0056,0.3046,0.2325,NOAA_NCEI_OISST_V2.1,1
2012-05-14,70.3589,64.7384,81.1962,2.0082,0.2987,0.2018,NOAA_NCEI_OISST_V2.1,1
2012-05-15,70.4931,64.8864,81.2587,2.0108,0.2927,0.1711,NOAA_NCEI_OISST_V2.1,1
2012-05-16,70.6274,65.0343,81.3212,2.0134,0.2867,0.1403,NOAA_NCEI_OISST_V2.1,1
2012-05-17,70.7617,65.1823,81.3836,2.0160,0.2807,0.1096,NOAA_NCEI_OISST_V2.1,1
2012-05-18,70.8960,65.3303,81.4461,2.0186,0.2747,0.0789,NOAA_NCEI_OISST_V2.1,1
2012-05-19,71.0303,65.4782,81.5086,2.0212,0.2688,0.0482,NOAA_NCEI_OISST_V2.1,1
2012-05-20,71.1646,65.6262,81.5711,2.0238,0.2628,0.0175,NOAA_NCEI_OISST_V2.1,1
2012-05-21,71.2989,65.7742,81.6335,2.0264,0.2568,-0.0132,NOAA_NCEI_OISST_V2.1,1
2012-05-22,71.4332,65.9221,81.6960,2.0290,0.2508,-0.0439,NOAA_NCEI_OISST_V2.1,1
2012-05-23,71.5674,66.0701,81.7585,2.0316,0.2448,-0.0746,NOAA_NCEI_OISST_V2.1,1
2012-05-24,71.7017,66.2181,81.8210,2.0342,0.2388,-0.1053,NOAA_NCEI_OISST_V2.1,1
2012-05-25,71.8360,66.3660,81.8835,2.0368,0.2329,-0.1360,NOAA_NCEI_OISST_V2.1,1
2012-05-26,71.9703,66.5140,81.9459,2.0394,0.2269,-0.1667,NOAA_NCEI_OISST_V2.1,1
2012-05-27,72.1046,66.6620,82.0084,2.0420,0.2209,-0.1974,NOAA_NCEI_OISST_V2.1,1
2012-05-28,72.2389,66.8099,82.0709,2.0446,0.2149,-0.2281,NOAA_NCEI_OISST_V2.1,1
2012-05-29,72.3731,66.9579,82.1334,2.0472,0.2089,-0.2589,NOAA_NCEI_OISST_V2.1,1
2012-05-30,72.5074,67.1059,82.1958,2.0498,0.2029,-0.2896,NOAA_NCEI_OISST_V2.1,1
2012-05-31,72.6417,67.2538,82.2583,2.0523,0.1970,-0.3203,NOAA_NCEI_OISST_V2.1,1
2012-06-01,72.7760,67.4018,82.3208,2.0269,0.2006,-0.3346,NOAA_NCEI_OISST_V2.1,1
2012-06-02,72.8506,67.5297,82.4245,1.9535,0.1908,-0.3212,NOAA_NCEI_OISST_V2.1,1
2012-06-03,72.9253,67.6577,82.5281,1.8801,0.1810,-0.3078,NOAA_NCEI_OISST_V2.1,1
2012-06-04,72.9999,67.7856,82.6318,1.8067,0.1712,-0.2944,NOAA_NCEI_OISST_V2.1,1
2012-06-05,73.0746,67.9136,82.7354,1.7333,0.1614,-0.2810,NOAA_NCEI_OISST_V2.1,1
2012-06-06,73.1492,68.0415,82.8391,1.6599,0.1515,-0.2676,NOAA_NCEI_OISST_V2.1,1
2012-06-07,73.2239,68.1694,82.9427,1.5865,0.1417,-0.2542,NOAA_NCEI_OISST_V2.1,1
2012-06-08,73.2985,68.2974,83.0464,1.5131,0.1319,-0.2408,NOAA_NCEI_OISST_V2.1,1
2012-06-09,73.3732,68.4253,83.1500,1.4397,0.1221,-0.2274,NOAA_NCEI_OISST_V2.1,1
2012-06-10,73.4478,68.5533,83.2537,1.3663,0.1123,-0.2140,NOAA_NCEI_OISST_V2.1,1
2012-06-11,73.5225,68.6812,83.3573,1.2930,0.1025,-0.2006,NOAA_NCEI_OISST_V2.1,1
2012-06-12,73.5971,68.8091,83.4610,1.2196,0.0927,-0.1872,NOAA_NCEI_OISST_V2.1,1
2012-06-13,73.6717,68.9371,83.5646,1.1462,0.0829,-0.1738,NOAA_NCEI_OISST_V2.1,1
2012-06-14,73.7464,69.0650,83.6683,1.0728,0.0731,-0.1604,NOAA_NCEI_OISST_V2.1,1
2012-06-15,73.8210,69.1930,83.7719,0.9994,0.0633,-0.1470,NOAA_NCEI_OISST_V2.1,1
2012-06-16,73.8957,69.3209,83.8756,0.9260,0.0535,-0.1336,NOAA_NCEI_OISST_V2.1,1
2012-06-17,73.9703,69.4488,83.9792,0.8526,0.0437,-0.1202,NOAA_NCEI_OISST_V2.1,1
2012-06-18,74.0450,69.5768,84.0829,0.7792,0.0339,-0.1068,NOAA_NCEI_OISST_V2.1,1
2012-06-19,74.1196,69.7047,84.1866,0.7058,0.0241,-0.0933,NOAA_NCEI_OISST_V2.1,1
2012-06-20,74.1943,69.8327,84.2902,0.6324,0.0143,-0.0799,NOAA_NCEI_OISST_V2.1,1
2012-06-21,74.2689,69.9606,84.3939,0.5590,0.0045,-0.0665,NOAA_NCEI_OISST_V2.1,1
2012-06-22,74.3436,70.0885,84.4975,0.4856,-0.0053,-0.0531,NOAA_NCEI_OISST_V2.1,1
2012-06-23,74.4182,70.2165,84.6012,0.4122,-0.0151,-0.0397,NOAA_NCEI_OISST_V2.1,1
2012-06-24,74.4928,70.3444,84.7048,0.3388,-0.0250,-0.0263,NOAA_NCEI_OISST_V2.1,1
2012-06-25,74.5675,70.4724,84.8085,0.2655,-0.0348,-0.0129,NOAA_NCEI_OISST_V2.1,1
2012-06-26,74.6421,70.6003,84.9121,0.1921,-0.0446,0.0005,NOAA_NCEI_OISST_V2.1,1
2012-06-27,74.7168,70.7282,85.0158,0.1187,-0.0544,0.0139,NOAA_NCEI_OISST_V2.1,1
2012-06-28,74.7914,70.8562,85.1194,0.0453,-0.0642,0.0273,NOAA_NCEI_OISST_V2.1,1
2012-06-29,74.8661,70.9841,85.2231,-0.0281,-0.0740,0.0407,NOAA_NCEI_OISST_V2.1,1
2012-06-30,74.9407,71.1121,85.3267,-0.1015,-0.0838,0.0541,NOAA_NCEI_OISST_V2.1,1
2012-07-01,75.0154,71.2400,85.4304,-0.1268,-0.0730,0.0865,NOAA_NCEI_OISST_V2.1,1
2012-07-02,75.1411,71.3214,85.4613,-0.1049,-0.0762,0.0893,NOAA_NCEI_OISST_V2.1,1
2012-07-03,75.2668,71.4029,85.4923,-0.0830,-0.0793,0.0921,NOAA_NCEI_OISST_V2.1,1
2012-07-04,75.3926,71.4843,85.5232,-0.0611,-0.0825,0.0948,NOAA_NCEI_OISST_V2.1,1
2012-07-05,75.5183,71.5658,85.5542,-0.0393,-0.0857,0.0976,NOAA_NCEI_OISST_V2.1,1
2012-07-06,75.6440,71.6472,85.5851,-0.0174,-0.0889,0.1004,NOAA_NCEI_OISST_V2.1,1
2012-07-07,75.7698,71.7286,85.6160,0.0045,-0.0920,0.1031,NOAA_NCEI_OISST_V2.1,1
2012-07-08,75.8955,71.8101,85.6470,0.0264,-0.0952,0.1059,NOAA_NCEI_OISST_V2.1,1
2012-07-09,76.0213,71.8915,85.6779,0.0483,-0.0984,0.1086,NOAA_NCEI_OISST_V2.1,1
2012-07-10,76.1470,71.9730,85.7089,0.0701,-0.1015,0.1114,NOAA_NCEI_OISST_V2.1,1
2012-07-11,76.2727,72.0544,85.7398,0.0920,-0.1047,0.1142,NOAA_NCEI_OISST_V2.1,1
2012-07-12,76.3985,72.1358,85.7708,0.1139,-0.1079,0.1169,NOAA_NCEI_OISST_V2.1,1
2012-07-13,76.5242,72.2173,85.8017,0.1358,-0.1111,0.1197,NOAA_NCEI_OISST_V2.1,1
2012-07-14,76.6499,72.2987,85.8326,0.1577,-0.1142,0.1225,NOAA_NCEI_OISST_V2.1,1
2012-07-15,76.7757,72.3802,85.8636,0.1795,-0.1174,0.1252,NOAA_NCEI_OISST_V2.1,1
2012-07-16,76.9014,72.4616,85.8945,0.2014,-0.1206,0.1280,NOAA_NCEI_OISST_V2.1,1
2012-07-17,77.0272,72.5430,85.9255,0.2233,-0.1237,0.1308,NOAA_NCEI_OISST_V2.1,1
2012-07-18,77.1529,72.6245,85.9564,0.2452,-0.1269,0.1335,NOAA_NCEI_OISST_V2.1,1
2012-07-19,77.2786,72.7059,85.9874,0.2671,-0.1301,0.1363,NOAA_NCEI_OISST_V2.1,1
2012-07-20,77.4044,72.7874,86.0183,0.2889,-0.1333,0.1390,NOAA_NCEI_OISST_V2.1,1
2012-07-21,77.5301,72.8688,86.0492,0.3108,-0.1364,0.1418,NOAA_NCEI_OISST_V2.1,1
2012-07-22,77.6558,72.9502,86.0802,0.3327,-0.1396,0.1446,NOAA_NCEI_OISST_V2.1,1
2012-07-23,77.7816,73.0317,86.1111,0.3546,-0.1428,0.1473,NOAA_NCEI_OISST_V2.1,1
2012-07-24,77.9073,73.1131,86.1421,0.3765,-0.1459,0.1501,NOAA_NCEI_OISST_V2.1,1
2012-07-25,78.0331,73.1946,86.1730,0.3983,-0.1491,0.1529,NOAA_NCEI_OISST_V2.1,1
2012-07-26,78.1588,73.2760,86.2040,0.4202,-0.1523,0.1556,NOAA_NCEI_OISST_V2.1,1
2012-07-27,78.2845,73.3574,86.2349,0.4421,-0.1555,0.1584,NOAA_NCEI_OISST_V2.1,1
2012-07-28,78.4103,73.4389,86.2658,0.4640,-0.1586,0.1612,NOAA_NCEI_OISST_V2.1,1
2012-07-29,78.5360,73.5203,86.2968,0.4859,-0.1618,0.1639,NOAA_NCEI_OISST_V2.1,1
2012-07-30,78.6617,73.6018,86.3277,0.5077,-0.1650,0.1667,NOAA_NCEI_OISST_V2.1,1
2012-07-31,78.7875,73.6832,86.3587,0.5296,-0.1681,0.1695,NOAA_NCEI_OISST_V2.1,1
2012-08-01,78.9132,73.7646,86.3896,0.6049,-0.1334,0.1998,NOAA_NCEI_OISST_V2.1,1
2012-08-02,78.8483,73.7945,86.3378,0.5963,-0.1186,0.1893,NOAA_NCEI_OISST_V2.1,1
2012-08-03,78.7834,73.8244,86.2860,0.5877,-0.1039,0.1788,NOAA_NCEI_OISST_V2.1,1
2012-08-04,78.7184,73.8543,86.2343,0.5790,-0.0891,0.1683,NOAA_NCEI_OISST_V2.1,1
2012-08-05,78.6535,73.8842,86.1825,0.5704,-0.0743,0.1579,NOAA_NCEI_OISST_V2.1,1
2012-08-06,78.5886,73.9141,86.1307,0.5618,-0.0596,0.1474,NOAA_NCEI_OISST_V2.1,1
2012-08-07,78.5236,73.9440,86.0789,0.5532,-0.0448,0.1369,NOAA_NCEI_OISST_V2.1,1
2012-08-08,78.4587,73.9739,86.0271,0.5446,-0.0300,0.1264,NOAA_NCEI_OISST_V2.1,1
2012-08-09,78.3938,74.0038,85.9754,0.5359,-0.0153,0.1159,NOAA_NCEI_OISST_V2.1,1
2012-08-10,78.3289,74.0336,85.9236,0.5273,-0.0005,0.1054,NOAA_NCEI_OISST_V2.1,1
2012-08-11,78.2639,74.0635,85.8718,0.5187,0.0143,0.0949,NOAA_NCEI_OISST_V2.1,1
2012-08-12,78.1990,74.0934,85.8200,0.5101,0.0291,0.0844,NOAA_NCEI_OISST_V2.1,1
2012-08-13,78.1341,74.1233,85.7682,0.5015,0.0438,0.0740,NOAA_NCEI_OISST_V2.1,1
2012-08-14,78.0691,74.1532,85.7165,0.4928,0.0586,0.0635,NOAA_NCEI_OISST_V2.1,1
2012-08-15,78.0042,74.1831,85.6647,0.4842,0.0734,0.0530,NOAA_NCEI_OISST_V2.1,1
2012-08-16,77.9393,74.2130,85.6129,0.4756,0.0881,0.0425,NOAA_NCEI_OISST_V2.1,1
2012-08-17,77.8743,74.2429,85.5611,0.4670,0.1029,0.0320,NOAA_NCEI_OISST_V2.1,1
2012-08-18,77.8094,74.2728,85.5093,0.4584,0.1177,0.0215,NOAA_NCEI_OISST_V2.1,1
2012-08-19,77.7445,74.3026,85.4576,0.4497,0.1324,0.0110,NOAA_NCEI_OISST_V2.1,1
2012-08-20,77.6796,74.3325,85.4058,0.4411,0.1472,0.0005,NOAA_NCEI_OISST_V2.1,1
2012-08-21,77.6146,74.3624,85.3540,0.4325,0.1620,-0.0099,NOAA_NCEI_OISST_V2.1,1
2012-08-22,77.5497,74.3923,85.3022,0.4239,0.1767,-0.0204,NOAA_NCEI_OISST_V2.1,1
2012-08-23,77.4848,74.4222,85.2504,0.4153,0.1915,-0.0309,NOAA_NCEI_OISST_V2.1,1
2012-08-24,77.4198,74.4521,85.1987,0.4066,0.2063,-0.0414,NOAA_NCEI_OISST_V2.1,1
2012-08-25,77.3549,74.4820,85.1469,0.3980,0.2211,-0.0519,NOAA_NCEI_OISST_V2.1,1
2012-08-26,77.2900,74.5119,85.0951,0.3894,0.2358,-0.0624,NOAA_NCEI_OISST_V2.1,1
2012-08-27,77.2251,74.5418,85.0433,0.3808,0.2506,-0.0729,NOAA_NCEI_OISST_V2.1,1
2012-08-28,77.1601,74.5716,84.9915,0.3721,0.2654,-0.0834,NOAA_NCEI_OISST_V2.1,1
2012-08-29,77.0952,74.6015,84.9397,0.3635,0.2801,-0.0938,NOAA_NCEI_OISST_V2.1,1
2012-08-30,77.0303,74.6314,84.8880,0.3549,0.2949,-0.1043,NOAA_NCEI_OISST_V2.1,1
2012-08-31,76.9653,74.6613,84.8362,0.3463,0.3097,-0.1148,NOAA_NCEI_OISST_V2.1,1
2012-09-01,76.9004,74.6912,84.7844,0.3642,0.3596,-0.1058,NOAA_NCEI_OISST_V2.1,1
2012-09-02,76.7971,74.6349,84.7541,0.3715,0.3760,-0.0750,NOAA_NCEI_OISST_V2.1,1
2012-09-03,76.6939,74.5787,84.7238,0.3787,0.3924,-0.0442,NOAA_NCEI_OISST_V2.1,1
2012-09-04,76.5907,74.5224,84.6934,0.3860,0.4087,-0.0133,NOAA_NCEI_OISST_V2.1,1
2012-09-05,76.4874,74.4662,84.6631,0.3933,0.4251,0.0175,NOAA_NCEI_OISST_V2.1,1
2012-09-06,76.3842,74.4099,84.6328,0.4005,0.4414,0.0483,NOAA_NCEI_OISST_V2.1,1
2012-09-07,76.2809,74.3536,84.6025,0.4078,0.4578,0.0791,NOAA_NCEI_OISST_V2.1,1
2012-09-08,76.1777,74.2974,84.5722,0.4150,0.4742,0.1099,NOAA_NCEI_OISST_V2.1,1
2012-09-09,76.0744,74.2411,84.5419,0.4223,0.4905,0.1407,NOAA_NCEI_OISST_V2.1,1
2012-09-10,75.9712,74.1849,84.5115,0.4295,0.5069,0.1715,NOAA_NCEI_OISST_V2.1,1
2012-09-11,75.8679,74.1286,84.4812,0.4368,0.5232,0.2023,NOAA_NCEI_OISST_V2.1,1
2012-09-12,75.7647,74.0723,84.4509,0.4440,0.5396,0.2331,NOAA_NCEI_OISST_V2.1,1
2012-09-13,75.6614,74.0161,84.4206,0.4513,0.5560,0.2639,NOAA_NCEI_OISST_V2.1,1
2012-09-14,75.5582,73.9598,84.3903,0.4585,0.5723,0.2947,NOAA_NCEI_OISST_V2.1,1
2012-09-15,75.4549,73.9036,84.3599,0.4658,0.5887,0.3255,NOAA_NCEI_OISST_V2.1,1
2012-09-16,75.3517,73.8473,84.3296,0.4731,0.6050,0.3563,NOAA_NCEI_OISST_V2.1,1
2012-09-17,75.2484,73.7910,84.2993,0.4803,0.6214,0.3871,NOAA_NCEI_OISST_V2.1,1
2012-09-18,75.1452,73.7348,84.2690,0.4876,0.6378,0.4179,NOAA_NCEI_OISST_V2.1,1
2012-09-19,75.0419,73.6785,84.2387,0.4948,0.6541,0.4487,NOAA_NCEI_OISST_V2.1,1
2012-09-20,74.9387,73.6223,84.2083,0.5021,0.6705,0.4795,NOAA_NCEI_OISST_V2.1,1
2012-09-21,74.8354,73.5660,84.1780,0.5093,0.6868,0.5103,NOAA_NCEI_OISST_V2.1,1
2012-09-22,74.7322,73.5098,84.1477,0.5166,0.7032,0.5411,NOAA_NCEI_OISST_V2.1,1
2012-09-23,74.6290,73.4535,84.1174,0.5238,0.7196,0.5719,NOAA_NCEI_OISST_V2.1,1
2012-09-24,74.5257,73.3972,84.0871,0.5311,0.7359,0.6027,NOAA_NCEI_OISST_V2.1,1
2012-09-25,74.4225,73.3410,84.0567,0.5383,0.7523,0.6335,NOAA_NCEI_OISST_V2.1,1
2012-09-26,74.3192,73.2847,84.0264,0.5456,0.7686,0.6643,NOAA_NCEI_OISST_V2.1,1
2012-09-27,74.2160,73.2285,83.9961,0.5529,0.7850,0.6951,NOAA_NCEI_OISST_V2.1,1
2012-09-28,74.1127,73.1722,83.9658,0.5601,0.8014,0.7259,NOAA_NCEI_OISST_V2.1,1
2012-09-29,74.0095,73.1159,83.9355,0.5674,0.8177,0.7567,NOAA_NCEI_OISST_V2.1,1
2012-09-30,73.9062,73.0597,83.9052,0.5746,0.8341,0.7875,NOAA_NCEI_OISST_V2.1,1
2012-10-01,73.8030,73.0034,83.8748,0.5953,0.8668,0.8240,NOAA_NCEI_OISST_V2.1,1
2012-10-02,73.6952,72.8419,83.7261,0.6009,0.8522,0.7958,NOAA_NCEI_OISST_V2.1,1
2012-10-03,73.5875,72.6803,83.5773,0.6066,0.8377,0.7677,NOAA_NCEI_OISST_V2.1,1
2012-10-04,73.4797,72.5188,83.4285,0.6122,0.8231,0.7395,NOAA_NCEI_OISST_V2.1,1
2012-10-05,73.3720,72.3572,83.2797,0.6179,0.8086,0.7113,NOAA_NCEI_OISST_V2.1,1
2012-10-06,73.2643,72.1956,83.1309,0.6235,0.7940,0.6831,NOAA_NCEI_OISST_V2.1,1
2012-10-07,73.1565,72.0341,82.9821,0.6291,0.7794,0.6549,NOAA_NCEI_OISST_V2.1,1
2012-10-08,73.0488,71.8725,82.8334,0.6348,0.7649,0.6267,NOAA_NCEI_OISST_V2.1,1
2012-10-09,72.9410,71.7110,82.6846,0.6404,0.7503,0.5986,NOAA_NCEI_OISST_V2.1,1
2012-10-10,72.8333,71.5494,82.5358,0.6460,0.7358,0.5704,NOAA_NCEI_OISST_V2.1,1
2012-10-11,72.7256,71.3879,82.3870,0.6517,0.7212,0.5422,NOAA_NCEI_OISST_V2.1,1
2012-10-12,72.6178,71.2263,82.2382,0.6573,0.7067,0.5140,NOAA_NCEI_OISST_V2.1,1
2012-10-13,72.5101,71.0648,82.0895,0.6630,0.6921,0.4858,NOAA_NCEI_OISST_V2.1,1
2012-10-14,72.4023,70.9032,81.9407,0.6686,0.6776,0.4576,NOAA_NCEI_OISST_V2.1,1
2012-10-15,72.2946,70.7416,81.7919,0.6742,0.6630,0.4295,NOAA_NCEI_OISST_V2.1,1
2012-10-16,72.1869,70.5801,81.6431,0.6799,0.6485,0.4013,NOAA_NCEI_OISST_V2.1,1
2012-10-17,72.0791,70.4185,81.4943,0.6855,0.6339,0.3731,NOAA_NCEI_OISST_V2.1,1
2012-10-18,71.9714,70.2570,81.3455,0.6911,0.6194,0.3449,NOAA_NCEI_OISST_V2.1,1
2012-10-19,71.8636,70.0954,81.1968,0.6968,0.6048,0.3167,NOAA_NCEI_OISST_V2.1,1
2012-10-20,71.7559,69.9339,81.0480,0.7024,0.5903,0.2885,NOAA_NCEI_OISST_V2.1,1
2012-10-21,71.6481,69.7723,80.8992,0.7080,0.5757,0.2604,NOAA_NCEI_OISST_V2.1,1
2012-10-22,71.5404,69.6108,80.7504,0.7137,0.5612,0.2322,NOAA_NCEI_OISST_V2.1,1
2012-10-23,71.4327,69.4492,80.6016,0.7193,0.5466,0.2040,NOAA_NCEI_OISST_V2.1,1
2012-10-24,71.3249,69.2876,80.4529,0.7250,0.5320,0.1758,NOAA_NCEI_OISST_V2.1,1
2012-10-25,71.2172,69.1261,80.3041,0.7306,0.5175,0.1476,NOAA_NCEI_OISST_V2.1,1
2012-10-26,71.1094,68.9645,80.1553,0.7362,0.5029,0.1194,NOAA_NCEI_OISST_V2.1,1
2012-10-27,71.0017,68.8030,80.0065,0.7419,0.4884,0.0912,NOAA_NCEI_OISST_V2.1,1
2012-10-28,70.8940,68.6414,79.8577,0.7475,0.4738,0.0631,NOAA_NCEI_OISST_V2.1,1
2012-10-29,70.7862,68.4799,79.7089,0.7531,0.4593,0.0349,NOAA_NCEI_OISST_V2.1,1
2012-10-30,70.6785,68.3183,79.5602,0.7588,0.4447,0.0067,NOAA_NCEI_OISST_V2.1,1
2012-10-31,70.5707,68.1568,79.4114,0.7644,0.4302,-0.0215,NOAA_NCEI_OISST_V2.1,1
2012-11-01,70.4630,67.9952,79.2626,0.7512,0.4219,-0.0574,NOAA_NCEI_OISST_V2.1,1
2012-11-02,70.3560,67.8439,79.1346,0.7477,0.4147,-0.0812,NOAA_NCEI_OISST_V2.1,1
2012-11-03,70.2491,67.6925,79.0066,0.7442,0.4074,-0.1050,NOAA_NCEI_OISST_V2.1,1
2012-11-04,70.1421,67.5412,78.8786,0.7407,0.4002,-0.1288,NOAA_NCEI_OISST_V2.1,1
2012-11-05,70.0351,67.3899,78.7506,0.7372,0.3930,-0.1526,NOAA_NCEI_OISST_V2.1,1
2012-11-06,69.9281,67.2385,78.6226,0.7338,0.3857,-0.1764,NOAA_NCEI_OISST_V2.1,1
2012-11-07,69.8212,67.0872,78.4946,0.7303,0.3785,-0.2002,NOAA_NCEI_OISST_V2.1,1
2012-11-08,69.7142,66.9359,78.3666,0.7268,0.3712,-0.2240,NOAA_NCEI_OISST_V2.1,1
2012-11-09,69.6072,66.7846,78.2385,0.7233,0.3640,-0.2478,NOAA_NCEI_OISST_V2.1,1
2012-11-10,69.5003,66.6332,78.1105,0.7198,0.3567,-0.2716,NOAA_NCEI_OISST_V2.1,1
2012-11-11,69.3933,66.4819,77.9825,0.7164,0.3495,-0.2954,NOAA_NCEI_OISST_V2.1,1
2012-11-12,69.2863,66.3306,77.8545,0.7129,0.3422,-0.3192,NOAA_NCEI_OISST_V2.1,1
2012-11-13,69.1794,66.1792,77.7265,0.7094,0.3350,-0.3431,NOAA_NCEI_OISST_V2.1,1
2012-11-14,69.0724,66.0279,77.5985,0.7059,0.3277,-0.3669,NOAA_NCEI_OISST_V2.1,1
2012-11-15,68.9654,65.8766,77.4705,0.7024,0.3205,-0.3907,NOAA_NCEI_OISST_V2.1,1
2012-11-16,68.8584,65.7253,77.3425,0.6990,0.3133,-0.4145,NOAA_NCEI_OISST_V2.1,1
2012-11-17,68.7515,65.5739,77.2145,0.6955,0.3060,-0.4383,NOAA_NCEI_OISST_V2.1,1
2012-11-18,68.6445,65.4226,77.0865,0.6920,0.2988,-0.4621,NOAA_NCEI_OISST_V2.1,1
2012-11-19,68.5375,65.2713,76.9585,0.6885,0.2915,-0.4859,NOAA_NCEI_OISST_V2.1,1
2012-11-20,68.4305,65.1199,76.8305,0.6851,0.2843,-0.5097,NOAA_NCEI_OISST_V2.1,1
2012-11-21,68.3236,64.9686,76.7025,0.6816,0.2770,-0.5335,NOAA_NCEI_OISST_V2.1,1
2012-11-22,68.2166,64.8173,76.5744,0.6781,0.2698,-0.5573,NOAA_NCEI_OISST_V2.1,1
2012-11-23,68.1096,64.6659,76.4464,0.6746,0.2625,-0.5811,NOAA_NCEI_OISST_V2.1,1
2012-11-24,68.0027,64.5146,76.3184,0.6711,0.2553,-0.6049,NOAA_NCEI_OISST_V2.1,1
2012-11-25,67.8957,64.3633,76.1904,0.6677,0.2481,-0.6287,NOAA_NCEI_OISST_V2.1,1
2012-11-26,67.7887,64.2119,76.0624,0.6642,0.2408,-0.6525,NOAA_NCEI_OISST_V2.1,1
2012-11-27,67.6818,64.0606,75.9344,0.6607,0.2336,-0.6763,NOAA_NCEI_OISST_V2.1,1
2012-11-28,67.5748,63.9093,75.8064,0.6572,0.2263,-0.7001,NOAA_NCEI_OISST_V2.1,1
2012-11-29,67.4678,63.7579,75.6784,0.6537,0.2191,-0.7239,NOAA_NCEI_OISST_V2.1,1
2012-11-30,67.3608,63.6066,75.5504,0.6503,0.2118,-0.7478,NOAA_NCEI_OISST_V2.1,1
2012-12-01,67.2539,63.4553,75.4224,0.6464,0.1778,-0.7714,NOAA_NCEI_OISST_V2.1,1
2012-12-02,67.1535,63.3699,75.4021,0.6484,0.1766,-0.7441,NOAA_NCEI_OISST_V2.1,1
2012-12-03,67.0531,63.2845,75.3818,0.6504,0.1754,-0.7168,NOAA_NCEI_OISST_V2.1,1
2012-12-04,66.9527,63.1991,75.3615,0.6525,0.1743,-0.6894,NOAA_NCEI_OISST_V2.1,1
2012-12-05,66.8524,63.1136,75.3412,0.6545,0.1731,-0.6621,NOAA_NCEI_OISST_V2.1,1
2012-12-06,66.7520,63.0282,75.3209,0.6565,0.1719,-0.6348,NOAA_NCEI_OISST_V2.1,1
2012-12-07,66.6516,62.9428,75.3006,0.6586,0.1708,-0.6075,NOAA_NCEI_OISST_V2.1,1
2012-12-08,66.5512,62.8574,75.2803,0.6606,0.1696,-0.5801,NOAA_NCEI_OISST_V2.1,1
2012-12-09,66.4509,62.7720,75.2600,0.6626,0.1684,-0.5528,NOAA_NCEI_OISST_V2.1,1
2012-12-10,66.3505,62.6866,75.2397,0.6646,0.1673,-0.5255,NOAA_NCEI_OISST_V2.1,1
2012-12-11,66.2501,62.6012,75.2193,0.6667,0.1661,-0.4981,NOAA_NCEI_OISST_V2.1,1
2012-12-12,66.1497,62.5158,75.1990,0.6687,0.1649,-0.4708,NOAA_NCEI_OISST_V2.1,1
2012-12-13,66.0493,62.4304,75.1787,0.6707,0.1638,-0.4435,NOAA_NCEI_OISST_V2.1,1
2012-12-14,65.9490,62.3449,75.1584,0.6728,0.1626,-0.4162,NOAA_NCEI_OISST_V2.1,1
2012-12-15,65.8486,62.2595,75.1381,0.6748,0.1614,-0.3888,NOAA_NCEI_OISST_V2.1,1
2012-12-16,65.7482,62.1741,75.1178,0.6768,0.1603,-0.3615,NOAA_NCEI_OISST_V2.1,1
2012-12-17,65.6478,62.0887,75.0975,0.6788,0.1591,-0.3342,NOAA_NCEI_OISST_V2.1,1
2012-12-18,65.5475,62.0033,75.0772,0.6809,0.1579,-0.3069,NOAA_NCEI_OISST_V2.1,1
2012-12-19,65.4471,61.9179,75.0569,0.6829,0.1568,-0.2795,NOAA_NCEI_OISST_V2.1,1
2012-12-20,65.3467,61.8325,75.0366,0.6849,0.1556,-0.2522,NOAA_NCEI_OISST_V2.1,1
2012-12-21,65.2463,61.7471,75.0163,0.6869,0.1544,-0.2249,NOAA_NCEI_OISST_V2.1,1
2012-12-22,65.1460,61.6617,74.9960,0.6890,0.1533,-0.1975,NOAA_NCEI_OISST_V2.1,1
2012-12-23,65.0456,61.5762,74.9757,0.6910,0.1521,-0.1702,NOAA_NCEI_OISST_V2.1,1
2012-12-24,64.9452,61.4908,74.9554,0.6930,0.1509,-0.1429,NOAA_NCEI_OISST_V2.1,1
2012-12-25,64.8448,61.4054,74.9351,0.6951,0.1498,-0.1156,NOAA_NCEI_OISST_V2.1,1
2012-12-26,64.7445,61.3200,74.9148,0.6971,0.1486,-0.0882,NOAA_NCEI_OISST_V2.1,1
