date,enso_nino34,pdo_index,nao_index,enso_phase
2010-09-06,0.6,-1.486,-0.015,El_Nino
2010-09-07,0.591,-1.49,-0.057,El_Nino
2010-09-08,0.581,-1.492,-0.1,El_Nino
2010-09-09,0.57,-1.491,-0.146,El_Nino
2010-09-10,0.559,-1.489,-0.192,El_Nino
2010-09-11,0.548,-1.484,-0.239,El_Nino
2010-09-12,0.537,-1.479,-0.287,El_Nino
2010-09-13,0.525,-1.471,-0.336,El_Nino
2010-09-14,0.514,-1.463,-0.384,El_Nino
2010-09-15,0.502,-1.454,-0.432,El_Nino
2010-09-16,0.49,-1.444,-0.48,Neutral
2010-09-17,0.478,-1.434,-0.527,Neutral
2010-09-18,0.467,-1.423,-0.572,Neutral
2010-09-19,0.455,-1.413,-0.616,Neutral
2010-09-20,0.444,-1.402,-0.659,Neutral
2010-09-21,0.433,-1.392,-0.699,Neutral
2010-09-22,0.422,-1.383,-0.737,Neutral
2010-09-23,0.412,-1.374,-0.772,Neutral
2010-09-24,0.402,-1.366,-0.804,Neutral
2010-09-25,0.393,-1.36,-0.832,Neutral
2010-09-26,0.385,-1.355,-0.857,Neutral
2010-09-27,0.377,-1.351,-0.878,Neutral
2010-09-28,0.37,-1.35,-0.895,Neutral
2010-09-29,0.363,-1.35,-0.907,Neutral
2010-09-30,0.358,-1.353,-0.915,Neutral
2010-10-01,0.353,-1.358,-0.917,Neutral
2010-10-02,0.349,-1.366,-0.914,Neutral
2010-10-03,0.347,-1.376,-0.905,Neutral
2010-10-04,0.345,-1.389,-0.892,Neutral
2010-10-05,0.344,-1.404,-0.874,Neutral
2010-10-06,0.344,-1.42,-0.852,Neutral
2010-10-07,0.344,-1.439,-0.825,Neutral
2010-10-08,0.346,-1.459,-0.795,Neutral
2010-10-09,0.348,-1.481,-0.761,Neutral
2010-10-10,0.351,-1.503,-0.724,Neutral
2010-10-11,0.354,-1.527,-0.684,Neutral
2010-10-12,0.359,-1.552,-0.642,Neutral
2010-10-13,0.363,-1.577,-0.597,Neutral
2010-10-14,0.369,-1.603,-0.55,Neutral
2010-10-15,0.375,-1.629,-0.501,Neutral
2010-10-16,0.381,-1.655,-0.451,Neutral
2010-10-17,0.388,-1.682,-0.4,Neutral
2010-10-18,0.395,-1.708,-0.348,Neutral
2010-10-19,0.403,-1.733,-0.295,Neutral
2010-10-20,0.411,-1.758,-0.241,Neutral
2010-10-21,0.42,-1.782,-0.188,Neutral
2010-10-22,0.429,-1.805,-0.135,Neutral
2010-10-23,0.438,-1.827,-0.082,Neutral
2010-10-24,0.447,-1.848,-0.03,Neutral
2010-10-25,0.457,-1.867,0.021,Neutral
2010-10-26,0.466,-1.885,0.07,Neutral
2010-10-27,0.476,-1.9,0.118,Neutral
2010-10-28,0.486,-1.914,0.164,Neutral
2010-10-29,0.496,-1.925,0.208,Neutral
2010-10-30,0.507,-1.934,0.249,El_Nino
2010-10-31,0.517,-1.94,0.287,El_Nino
2010-11-01,0.527,-1.943,0.322,El_Nino
2010-11-02,0.537,-1.944,0.354,El_Nino
2010-11-03,0.547,-1.941,0.383,El_Nino
2010-11-04,0.557,-1.936,0.409,El_Nino
2010-11-05,0.567,-1.928,0.431,El_Nino
2010-11-06,0.576,-1.918,0.45,El_Nino
2010-11-07,0.585,-1.905,0.467,El_Nino
2010-11-08,0.594,-1.89,0.48,El_Nino
2010-11-09,0.603,-1.873,0.491,El_Nino
2010-11-10,0.611,-1.854,0.499,El_Nino
2010-11-11,0.619,-1.832,0.505,El_Nino
2010-11-12,0.626,-1.809,0.508,El_Nino
2010-11-13,0.632,-1.785,0.508,El_Nino
2010-11-14,0.639,-1.758,0.506,El_Nino
2010-11-15,0.644,-1.73,0.502,El_Nino
2010-11-16,0.649,-1.701,0.495,El_Nino
2010-11-17,0.653,-1.67,0.487,El_Nino
2010-11-18,0.656,-1.639,0.476,El_Nino
2010-11-19,0.658,-1.606,0.463,El_Nino
2010-11-20,0.66,-1.572,0.449,El_Nino
2010-11-21,0.661,-1.538,0.432,El_Nino
2010-11-22,0.661,-1.503,0.414,El_Nino
2010-11-23,0.659,-1.467,0.394,El_Nino
2010-11-24,0.657,-1.431,0.373,El_Nino
2010-11-25,0.654,-1.395,0.35,El_Nino
2010-11-26,0.649,-1.358,0.326,El_Nino
2010-11-27,0.644,-1.321,0.3,El_Nino
2010-11-28,0.637,-1.285,0.273,El_Nino
2010-11-29,0.629,-1.248,0.245,El_Nino
2010-11-30,0.619,-1.212,0.216,El_Nino
2010-12-01,0.609,-1.176,0.186,El_Nino
2010-12-02,0.597,-1.14,0.155,El_Nino
2010-12-03,0.583,-1.105,0.123,El_Nino
2010-12-04,0.569,-1.07,0.091,El_Nino
2010-12-05,0.553,-1.036,0.058,El_Nino
2010-12-06,0.536,-1.003,0.025,El_Nino
2010-12-07,0.519,-0.97,-0.009,El_Nino
2010-12-08,0.501,-0.938,-0.042,El_Nino
2010-12-09,0.482,-0.906,-0.076,Neutral
2010-12-10,0.463,-0.875,-0.109,Neutral
2010-12-11,0.444,-0.844,-0.142,Neutral
2010-12-12,0.424,-0.815,-0.174,Neutral
2010-12-13,0.404,-0.786,-0.206,Neutral
2010-12-14,0.384,-0.757,-0.236,Neutral
2010-12-15,0.364,-0.73,-0.266,Neutral
2010-12-16,0.344,-0.703,-0.295,Neutral
2010-12-17,0.325,-0.677,-0.322,Neutral
2010-12-18,0.306,-0.652,-0.348,Neutral
2010-12-19,0.287,-0.628,-0.373,Neutral
2010-12-20,0.269,-0.604,-0.396,Neutral
2010-12-21,0.252,-0.581,-0.417,Neutral
2010-12-22,0.236,-0.56,-0.436,Neutral
2010-12-23,0.221,-0.539,-0.453,Neutral
2010-12-24,0.207,-0.519,-0.467,Neutral
2010-12-25,0.194,-0.5,-0.48,Neutral
2010-12-26,0.182,-0.482,-0.489,Neutral
2010-12-27,0.172,-0.465,-0.496,Neutral
2010-12-28,0.163,-0.449,-0.5,Neutral
2010-12-29,0.156,-0.434,-0.501,Neutral
2010-12-30,0.151,-0.42,-0.499,Neutral
2010-12-31,0.147,-0.408,-0.494,Neutral
2011-01-01,0.146,-0.396,-0.485,Neutral
2011-01-02,0.147,-0.386,-0.473,Neutral
2011-01-03,0.149,-0.376,-0.457,Neutral
2011-01-04,0.154,-0.368,-0.439,Neutral
2011-01-05,0.16,-0.361,-0.418,Neutral
2011-01-06,0.167,-0.355,-0.394,Neutral
2011-01-07,0.176,-0.35,-0.368,Neutral
2011-01-08,0.185,-0.346,-0.34,Neutral
2011-01-09,0.196,-0.344,-0.31,Neutral
2011-01-10,0.208,-0.342,-0.279,Neutral
2011-01-11,0.22,-0.342,-0.247,Neutral
2011-01-12,0.232,-0.343,-0.214,Neutral
2011-01-13,0.245,-0.345,-0.181,Neutral
2011-01-14,0.258,-0.348,-0.147,Neutral
2011-01-15,0.271,-0.352,-0.114,Neutral
2011-01-16,0.283,-0.358,-0.08,Neutral
2011-01-17,0.296,-0.364,-0.047,Neutral
2011-01-18,0.307,-0.372,-0.015,Neutral
2011-01-19,0.318,-0.381,0.016,Neutral
2011-01-20,0.328,-0.391,0.045,Neutral
2011-01-21,0.337,-0.403,0.073,Neutral
2011-01-22,0.345,-0.415,0.099,Neutral
2011-01-23,0.351,-0.429,0.123,Neutral
2011-01-24,0.356,-0.444,0.144,Neutral
2011-01-25,0.359,-0.46,0.163,Neutral
2011-01-26,0.36,-0.477,0.178,Neutral
2011-01-27,0.359,-0.495,0.19,Neutral
2011-01-28,0.356,-0.515,0.199,Neutral
2011-01-29,0.35,-0.536,0.204,Neutral
2011-01-30,0.342,-0.557,0.204,Neutral
2011-01-31,0.331,-0.581,0.201,Neutral
2011-02-01,0.318,-0.605,0.192,Neutral
2011-02-02,0.301,-0.631,0.179,Neutral
2011-02-03,0.281,-0.657,0.161,Neutral
2011-02-04,0.259,-0.685,0.139,Neutral
2011-02-05,0.234,-0.713,0.113,Neutral
2011-02-06,0.207,-0.743,0.083,Neutral
2011-02-07,0.177,-0.773,0.05,Neutral
2011-02-08,0.145,-0.803,0.014,Neutral
2011-02-09,0.112,-0.834,-0.024,Neutral
2011-02-10,0.077,-0.866,-0.065,Neutral
2011-02-11,0.041,-0.898,-0.108,Neutral
2011-02-12,0.003,-0.929,-0.152,Neutral
2011-02-13,-0.036,-0.962,-0.197,Neutral
2011-02-14,-0.076,-0.994,-0.244,Neutral
2011-02-15,-0.117,-1.025,-0.291,Neutral
2011-02-16,-0.158,-1.057,-0.338,Neutral
2011-02-17,-0.2,-1.088,-0.385,Neutral
2011-02-18,-0.242,-1.119,-0.431,Neutral
2011-02-19,-0.285,-1.15,-0.477,Neutral
2011-02-20,-0.327,-1.179,-0.522,Neutral
2011-02-21,-0.369,-1.209,-0.565,Neutral
2011-02-22,-0.41,-1.237,-0.606,Neutral
2011-02-23,-0.451,-1.264,-0.645,Neutral
2011-02-24,-0.491,-1.29,-0.682,Neutral
2011-02-25,-0.53,-1.315,-0.716,La_Nina
2011-02-26,-0.568,-1.339,-0.747,La_Nina
2011-02-27,-0.605,-1.362,-0.774,La_Nina
2011-02-28,-0.64,-1.383,-0.797,La_Nina
2011-03-01,-0.674,-1.402,-0.817,La_Nina
2011-03-02,-0.705,-1.42,-0.831,La_Nina
2011-03-03,-0.735,-1.437,-0.842,La_Nina
2011-03-04,-0.763,-1.451,-0.848,La_Nina
2011-03-05,-0.79,-1.465,-0.85,La_Nina
2011-03-06,-0.814,-1.477,-0.849,La_Nina
2011-03-07,-0.837,-1.487,-0.843,La_Nina
2011-03-08,-0.857,-1.497,-0.834,La_Nina
2011-03-09,-0.876,-1.505,-0.822,La_Nina
2011-03-10,-0.893,-1.512,-0.807,La_Nina
2011-03-11,-0.908,-1.518,-0.788,La_Nina
2011-03-12,-0.921,-1.523,-0.767,La_Nina
2011-03-13,-0.932,-1.527,-0.743,La_Nina
2011-03-14,-0.941,-1.53,-0.716,La_Nina
2011-03-15,-0.949,-1.532,-0.687,La_Nina
2011-03-16,-0.954,-1.533,-0.656,La_Nina
2011-03-17,-0.958,-1.534,-0.622,La_Nina
2011-03-18,-0.959,-1.534,-0.587,La_Nina
2011-03-19,-0.959,-1.533,-0.55,La_Nina
2011-03-20,-0.956,-1.532,-0.511,La_Nina
2011-03-21,-0.952,-1.531,-0.471,La_Nina
2011-03-22,-0.945,-1.529,-0.429,La_Nina
2011-03-23,-0.937,-1.527,-0.387,La_Nina
2011-03-24,-0.927,-1.524,-0.343,La_Nina
2011-03-25,-0.914,-1.521,-0.299,La_Nina
2011-03-26,-0.9,-1.519,-0.254,La_Nina
2011-03-27,-0.883,-1.516,-0.208,La_Nina
2011-03-28,-0.865,-1.512,-0.163,La_Nina
2011-03-29,-0.845,-1.509,-0.117,La_Nina
2011-03-30,-0.822,-1.507,-0.071,La_Nina
2011-03-31,-0.797,-1.504,-0.025,La_Nina
2011-04-01,-0.771,-1.501,0.02,La_Nina
2011-04-02,-0.742,-1.499,0.065,La_Nina
2011-04-03,-0.711,-1.497,0.109,La_Nina
2011-04-04,-0.679,-1.495,0.153,La_Nina
2011-04-05,-0.646,-1.494,0.195,La_Nina
2011-04-06,-0.611,-1.492,0.237,La_Nina
2011-04-07,-0.576,-1.491,0.278,La_Nina
2011-04-08,-0.54,-1.49,0.317,La_Nina
2011-04-09,-0.504,-1.488,0.355,La_Nina
2011-04-10,-0.468,-1.487,0.392,Neutral
2011-04-11,-0.432,-1.486,0.427,Neutral
2011-04-12,-0.396,-1.485,0.461,Neutral
2011-04-13,-0.361,-1.483,0.493,Neutral
2011-04-14,-0.327,-1.482,0.523,Neutral
2011-04-15,-0.294,-1.48,0.551,Neutral
2011-04-16,-0.262,-1.479,0.577,Neutral
2011-04-17,-0.233,-1.477,0.601,Neutral
2011-04-18,-0.205,-1.474,0.623,Neutral
2011-04-19,-0.179,-1.472,0.642,Neutral
2011-04-20,-0.156,-1.469,0.659,Neutral
2011-04-21,-0.135,-1.466,0.674,Neutral
2011-04-22,-0.117,-1.463,0.685,Neutral
2011-04-23,-0.103,-1.459,0.694,Neutral
2011-04-24,-0.091,-1.454,0.699,Neutral
2011-04-25,-0.084,-1.449,0.702,Neutral
2011-04-26,-0.08,-1.444,0.702,Neutral
2011-04-27,-0.081,-1.438,0.698,Neutral
2011-04-28,-0.086,-1.432,0.691,Neutral
2011-04-29,-0.096,-1.425,0.68,Neutral
2011-04-30,-0.11,-1.417,0.666,Neutral
2011-05-01,-0.13,-1.409,0.648,Neutral
2011-05-02,-0.155,-1.4,0.626,Neutral
2011-05-03,-0.185,-1.39,0.601,Neutral
2011-05-04,-0.22,-1.38,0.572,Neutral
2011-05-05,-0.26,-1.369,0.541,Neutral
2011-05-06,-0.303,-1.357,0.507,Neutral
2011-05-07,-0.35,-1.345,0.471,Neutral
2011-05-08,-0.401,-1.332,0.433,Neutral
2011-05-09,-0.456,-1.319,0.394,Neutral
2011-05-10,-0.513,-1.305,0.353,La_Nina
2011-05-11,-0.572,-1.291,0.311,La_Nina
2011-05-12,-0.634,-1.276,0.269,La_Nina
2011-05-13,-0.698,-1.261,0.226,La_Nina
2011-05-14,-0.763,-1.246,0.183,La_Nina
2011-05-15,-0.83,-1.23,0.141,La_Nina
2011-05-16,-0.897,-1.214,0.099,La_Nina
2011-05-17,-0.966,-1.198,0.059,La_Nina
2011-05-18,-1.035,-1.181,0.019,La_Nina
2011-05-19,-1.103,-1.164,-0.019,La_Nina
2011-05-20,-1.172,-1.147,-0.054,La_Nina
2011-05-21,-1.24,-1.129,-0.088,La_Nina
2011-05-22,-1.307,-1.112,-0.119,La_Nina
2011-05-23,-1.373,-1.094,-0.147,La_Nina
2011-05-24,-1.437,-1.076,-0.172,La_Nina
2011-05-25,-1.499,-1.058,-0.193,La_Nina
2011-05-26,-1.559,-1.04,-0.211,La_Nina
2011-05-27,-1.617,-1.022,-0.224,La_Nina
2011-05-28,-1.672,-1.004,-0.233,La_Nina
2011-05-29,-1.724,-0.986,-0.236,La_Nina
2011-05-30,-1.772,-0.968,-0.235,La_Nina
2011-05-31,-1.817,-0.95,-0.229,La_Nina
2011-06-01,-1.858,-0.932,-0.216,La_Nina
2011-06-02,-1.894,-0.914,-0.198,La_Nina
2011-06-03,-1.926,-0.896,-0.173,La_Nina
2011-06-04,-1.954,-0.879,-0.144,La_Nina
2011-06-05,-1.978,-0.862,-0.11,La_Nina
2011-06-06,-1.999,-0.845,-0.072,La_Nina
2011-06-07,-2.016,-0.829,-0.03,La_Nina
2011-06-08,-2.03,-0.813,0.015,La_Nina
2011-06-09,-2.041,-0.797,0.063,La_Nina
2011-06-10,-2.049,-0.782,0.114,La_Nina
2011-06-11,-2.054,-0.768,0.166,La_Nina
2011-06-12,-2.056,-0.754,0.22,La_Nina
2011-06-13,-2.056,-0.742,0.274,La_Nina
2011-06-14,-2.054,-0.729,0.329,La_Nina
2011-06-15,-2.05,-0.718,0.385,La_Nina
2011-06-16,-2.044,-0.708,0.439,La_Nina
2011-06-17,-2.037,-0.699,0.493,La_Nina
2011-06-18,-2.028,-0.69,0.545,La_Nina
2011-06-19,-2.017,-0.683,0.595,La_Nina
2011-06-20,-2.006,-0.677,0.643,La_Nina
2011-06-21,-1.993,-0.672,0.688,La_Nina
2011-06-22,-1.98,-0.668,0.73,La_Nina
2011-06-23,-1.966,-0.666,0.768,La_Nina
2011-06-24,-1.952,-0.665,0.802,La_Nina
2011-06-25,-1.938,-0.665,0.831,La_Nina
2011-06-26,-1.923,-0.667,0.855,La_Nina
2011-06-27,-1.909,-0.671,0.874,La_Nina
2011-06-28,-1.895,-0.676,0.886,La_Nina
2011-06-29,-1.882,-0.682,0.891,La_Nina
2011-06-30,-1.869,-0.691,0.89,La_Nina
2011-07-01,-1.857,-0.701,0.881,La_Nina
2011-07-02,-1.846,-0.713,0.864,La_Nina
2011-07-03,-1.836,-0.726,0.839,La_Nina
2011-07-04,-1.828,-0.741,0.808,La_Nina
2011-07-05,-1.82,-0.758,0.77,La_Nina
2011-07-06,-1.813,-0.775,0.725,La_Nina
2011-07-07,-1.807,-0.794,0.675,La_Nina
2011-07-08,-1.802,-0.814,0.62,La_Nina
2011-07-09,-1.797,-0.834,0.56,La_Nina
2011-07-10,-1.794,-0.855,0.495,La_Nina
2011-07-11,-1.791,-0.876,0.427,La_Nina
2011-07-12,-1.789,-0.898,0.355,La_Nina
2011-07-13,-1.788,-0.92,0.281,La_Nina
2011-07-14,-1.787,-0.942,0.203,La_Nina
2011-07-15,-1.787,-0.964,0.124,La_Nina
2011-07-16,-1.788,-0.985,0.043,La_Nina
2011-07-17,-1.789,-1.006,-0.039,La_Nina
2011-07-18,-1.791,-1.026,-0.121,La_Nina
2011-07-19,-1.794,-1.046,-0.204,La_Nina
2011-07-20,-1.796,-1.064,-0.287,La_Nina
2011-07-21,-1.8,-1.082,-0.369,La_Nina
2011-07-22,-1.804,-1.098,-0.45,La_Nina
2011-07-23,-1.808,-1.113,-0.529,La_Nina
2011-07-24,-1.812,-1.127,-0.606,La_Nina
2011-07-25,-1.817,-1.139,-0.68,La_Nina
2011-07-26,-1.822,-1.149,-0.752,La_Nina
2011-07-27,-1.828,-1.157,-0.82,La_Nina
2011-07-28,-1.834,-1.162,-0.884,La_Nina
2011-07-29,-1.84,-1.166,-0.944,La_Nina
2011-07-30,-1.846,-1.167,-0.998,La_Nina
2011-07-31,-1.852,-1.166,-1.048,La_Nina
2011-08-01,-1.859,-1.161,-1.092,La_Nina
2011-08-02,-1.865,-1.154,-1.13,La_Nina
2011-08-03,-1.872,-1.145,-1.161,La_Nina
2011-08-04,-1.878,-1.133,-1.188,La_Nina
2011-08-05,-1.885,-1.118,-1.208,La_Nina
2011-08-06,-1.892,-1.102,-1.224,La_Nina
2011-08-07,-1.898,-1.083,-1.234,La_Nina
2011-08-08,-1.905,-1.063,-1.24,La_Nina
2011-08-09,-1.912,-1.042,-1.241,La_Nina
2011-08-10,-1.918,-1.019,-1.239,La_Nina
2011-08-11,-1.924,-0.995,-1.232,La_Nina
2011-08-12,-1.93,-0.971,-1.222,La_Nina
2011-08-13,-1.936,-0.946,-1.208,La_Nina
2011-08-14,-1.942,-0.92,-1.191,La_Nina
2011-08-15,-1.947,-0.895,-1.172,La_Nina
2011-08-16,-1.952,-0.869,-1.149,La_Nina
2011-08-17,-1.957,-0.843,-1.124,La_Nina
2011-08-18,-1.962,-0.818,-1.098,La_Nina
2011-08-19,-1.966,-0.794,-1.069,La_Nina
2011-08-20,-1.97,-0.77,-1.039,La_Nina
2011-08-21,-1.973,-0.748,-1.007,La_Nina
2011-08-22,-1.976,-0.727,-0.974,La_Nina
2011-08-23,-1.979,-0.707,-0.941,La_Nina
2011-08-24,-1.981,-0.689,-0.906,La_Nina
2011-08-25,-1.982,-0.672,-0.872,La_Nina
2011-08-26,-1.983,-0.658,-0.837,La_Nina
2011-08-27,-1.983,-0.646,-0.803,La_Nina
2011-08-28,-1.983,-0.637,-0.769,La_Nina
2011-08-29,-1.982,-0.63,-0.736,La_Nina
2011-08-30,-1.981,-0.627,-0.704,La_Nina
2011-08-31,-1.979,-0.626,-0.673,La_Nina
2011-09-01,-1.976,-0.629,-0.643,La_Nina
2011-09-02,-1.972,-0.635,-0.615,La_Nina
2011-09-03,-1.968,-0.644,-0.589,La_Nina
2011-09-04,-1.963,-0.657,-0.564,La_Nina
2011-09-05,-1.958,-0.673,-0.541,La_Nina
2011-09-06,-1.952,-0.691,-0.52,La_Nina
2011-09-07,-1.946,-0.711,-0.5,La_Nina
2011-09-08,-1.94,-0.734,-0.482,La_Nina
2011-09-09,-1.933,-0.759,-0.465,La_Nina
2011-09-10,-1.926,-0.785,-0.449,La_Nina
2011-09-11,-1.919,-0.814,-0.435,La_Nina
2011-09-12,-1.912,-0.843,-0.422,La_Nina
2011-09-13,-1.905,-0.874,-0.411,La_Nina
2011-09-14,-1.898,-0.905,-0.401,La_Nina
2011-09-15,-1.892,-0.937,-0.392,La_Nina
2011-09-16,-1.885,-0.97,-0.384,La_Nina
2011-09-17,-1.879,-1.003,-0.378,La_Nina
2011-09-18,-1.873,-1.036,-0.372,La_Nina
2011-09-19,-1.868,-1.069,-0.368,La_Nina
2011-09-20,-1.863,-1.101,-0.365,La_Nina
2011-09-21,-1.859,-1.133,-0.363,La_Nina
2011-09-22,-1.856,-1.163,-0.361,La_Nina
2011-09-23,-1.853,-1.193,-0.361,La_Nina
2011-09-24,-1.851,-1.222,-0.362,La_Nina
2011-09-25,-1.85,-1.249,-0.363,La_Nina
2011-09-26,-1.85,-1.274,-0.365,La_Nina
2011-09-27,-1.85,-1.297,-0.369,La_Nina
2011-09-28,-1.852,-1.318,-0.372,La_Nina
2011-09-29,-1.855,-1.337,-0.377,La_Nina
2011-09-30,-1.859,-1.353,-0.382,La_Nina
2011-10-01,-1.865,-1.366,-0.388,La_Nina
2011-10-02,-1.872,-1.376,-0.395,La_Nina
2011-10-03,-1.88,-1.383,-0.402,La_Nina
2011-10-04,-1.889,-1.388,-0.409,La_Nina
2011-10-05,-1.9,-1.39,-0.417,La_Nina
2011-10-06,-1.911,-1.389,-0.425,La_Nina
2011-10-07,-1.924,-1.386,-0.432,La_Nina
2011-10-08,-1.938,-1.381,-0.44,La_Nina
2011-10-09,-1.953,-1.373,-0.447,La_Nina
2011-10-10,-1.968,-1.364,-0.454,La_Nina
2011-10-11,-1.985,-1.353,-0.46,La_Nina
2011-10-12,-2.002,-1.34,-0.465,La_Nina
2011-10-13,-2.02,-1.326,-0.47,La_Nina
2011-10-14,-2.039,-1.31,-0.474,La_Nina
2011-10-15,-2.058,-1.293,-0.477,La_Nina
2011-10-16,-2.078,-1.275,-0.478,La_Nina
2011-10-17,-2.099,-1.256,-0.478,La_Nina
2011-10-18,-2.12,-1.236,-0.477,La_Nina
2011-10-19,-2.141,-1.215,-0.474,La_Nina
2011-10-20,-2.163,-1.194,-0.469,La_Nina
2011-10-21,-2.185,-1.173,-0.463,La_Nina
2011-10-22,-2.208,-1.151,-0.454,La_Nina
2011-10-23,-2.23,-1.129,-0.443,La_Nina
2011-10-24,-2.253,-1.107,-0.431,La_Nina
2011-10-25,-2.276,-1.085,-0.415,La_Nina
2011-10-26,-2.299,-1.063,-0.397,La_Nina
2011-10-27,-2.322,-1.042,-0.377,La_Nina
2011-10-28,-2.345,-1.021,-0.354,La_Nina
2011-10-29,-2.368,-1.001,-0.328,La_Nina
2011-10-30,-2.39,-0.982,-0.299,La_Nina
2011-10-31,-2.413,-0.963,-0.266,La_Nina
2011-11-01,-2.435,-0.946,-0.231,La_Nina
2011-11-02,-2.456,-0.93,-0.192,La_Nina
2011-11-03,-2.478,-0.915,-0.15,La_Nina
2011-11-04,-2.499,-0.902,-0.105,La_Nina
2011-11-05,-2.519,-0.89,-0.058,La_Nina
2011-11-06,-2.539,-0.879,-0.009,La_Nina
2011-11-07,-2.559,-0.869,0.041,La_Nina
2011-11-08,-2.577,-0.861,0.092,La_Nina
2011-11-09,-2.595,-0.854,0.144,La_Nina
2011-11-10,-2.613,-0.848,0.197,La_Nina
2011-11-11,-2.629,-0.844,0.249,La_Nina
2011-11-12,-2.645,-0.841,0.301,La_Nina
2011-11-13,-2.659,-0.84,0.352,La_Nina
2011-11-14,-2.673,-0.84,0.402,La_Nina
2011-11-15,-2.686,-0.842,0.451,La_Nina
2011-11-16,-2.697,-0.845,0.497,La_Nina
2011-11-17,-2.708,-0.849,0.541,La_Nina
2011-11-18,-2.717,-0.855,0.582,La_Nina
2011-11-19,-2.725,-0.863,0.62,La_Nina
2011-11-20,-2.732,-0.871,0.655,La_Nina
2011-11-21,-2.738,-0.882,0.685,La_Nina
2011-11-22,-2.742,-0.894,0.712,La_Nina
2011-11-23,-2.744,-0.908,0.733,La_Nina
2011-11-24,-2.746,-0.923,0.75,La_Nina
2011-11-25,-2.745,-0.94,0.761,La_Nina
2011-11-26,-2.743,-0.958,0.766,La_Nina
2011-11-27,-2.739,-0.978,0.765,La_Nina
2011-11-28,-2.734,-1.0,0.758,La_Nina
2011-11-29,-2.727,-1.024,0.743,La_Nina
2011-11-30,-2.718,-1.049,0.721,La_Nina
2011-12-01,-2.707,-1.076,0.692,La_Nina
2011-12-02,-2.694,-1.104,0.654,La_Nina
2011-12-03,-2.68,-1.134,0.609,La_Nina
2011-12-04,-2.664,-1.166,0.556,La_Nina
2011-12-05,-2.646,-1.198,0.497,La_Nina
2011-12-06,-2.628,-1.232,0.433,La_Nina
2011-12-07,-2.608,-1.266,0.362,La_Nina
2011-12-08,-2.587,-1.301,0.288,La_Nina
2011-12-09,-2.566,-1.336,0.209,La_Nina
2011-12-10,-2.543,-1.371,0.126,La_Nina
2011-12-11,-2.521,-1.406,0.04,La_Nina
2011-12-12,-2.498,-1.441,-0.049,La_Nina
2011-12-13,-2.475,-1.476,-0.139,La_Nina
2011-12-14,-2.453,-1.51,-0.231,La_Nina
2011-12-15,-2.43,-1.543,-0.323,La_Nina
2011-12-16,-2.408,-1.575,-0.416,La_Nina
2011-12-17,-2.387,-1.606,-0.509,La_Nina
2011-12-18,-2.366,-1.636,-0.601,La_Nina
2011-12-19,-2.347,-1.664,-0.691,La_Nina
2011-12-20,-2.328,-1.69,-0.78,La_Nina
2011-12-21,-2.311,-1.714,-0.866,La_Nina
2011-12-22,-2.295,-1.736,-0.949,La_Nina
2011-12-23,-2.28,-1.755,-1.028,La_Nina
2011-12-24,-2.268,-1.772,-1.103,La_Nina
2011-12-25,-2.257,-1.786,-1.174,La_Nina
2011-12-26,-2.249,-1.798,-1.239,La_Nina
2011-12-27,-2.243,-1.806,-1.298,La_Nina
2011-12-28,-2.239,-1.81,-1.35,La_Nina
2011-12-29,-2.238,-1.812,-1.396,La_Nina
2011-12-30,-2.24,-1.809,-1.434,La_Nina
2011-12-31,-2.244,-1.802,-1.464,La_Nina
2012-01-01,-2.252,-1.792,-1.485,La_Nina
2012-01-02,-2.263,-1.777,-1.497,La_Nina
2012-01-03,-2.277,-1.758,-1.501,La_Nina
2012-01-04,-2.294,-1.735,-1.496,La_Nina
2012-01-05,-2.314,-1.709,-1.483,La_Nina
2012-01-06,-2.336,-1.679,-1.463,La_Nina
2012-01-07,-2.36,-1.647,-1.436,La_Nina
2012-01-08,-2.387,-1.612,-1.402,La_Nina
2012-01-09,-2.415,-1.574,-1.363,La_Nina
2012-01-10,-2.445,-1.534,-1.318,La_Nina
2012-01-11,-2.477,-1.493,-1.268,La_Nina
2012-01-12,-2.51,-1.45,-1.214,La_Nina
2012-01-13,-2.544,-1.406,-1.155,La_Nina
2012-01-14,-2.579,-1.36,-1.093,La_Nina
2012-01-15,-2.614,-1.314,-1.028,La_Nina
2012-01-16,-2.65,-1.268,-0.96,La_Nina
2012-01-17,-2.686,-1.222,-0.89,La_Nina
2012-01-18,-2.723,-1.175,-0.818,La_Nina
2012-01-19,-2.759,-1.129,-0.745,La_Nina
2012-01-20,-2.795,-1.084,-0.671,La_Nina
2012-01-21,-2.831,-1.039,-0.597,La_Nina
2012-01-22,-2.865,-0.996,-0.523,La_Nina
2012-01-23,-2.899,-0.955,-0.45,La_Nina
2012-01-24,-2.932,-0.915,-0.377,La_Nina
2012-01-25,-2.963,-0.877,-0.307,La_Nina
2012-01-26,-2.993,-0.842,-0.238,La_Nina
2012-01-27,-3.021,-0.809,-0.172,La_Nina
2012-01-28,-3.047,-0.779,-0.109,La_Nina
2012-01-29,-3.072,-0.753,-0.05,La_Nina
2012-01-30,-3.093,-0.729,0.006,La_Nina
2012-01-31,-3.113,-0.71,0.057,La_Nina
2012-02-01,-3.129,-0.695,0.103,La_Nina
2012-02-02,-3.143,-0.684,0.144,La_Nina
2012-02-03,-3.154,-0.677,0.18,La_Nina
2012-02-04,-3.162,-0.673,0.211,La_Nina
